new_twitter_id	old_twitter_id	original_twitter_id	original_user_id
180	10306	618799479840333824	226521605
181	180	592825290868584449	538785862
182	264	593402370048032768	2436947964
1754	1227	593192620605726721	20627081
183	20633	619028835527319552	43251355
185	391	614867316916944897	535803197
186	272	593460075525775360	756049831
187	10924	619284509830217728	113092693
188	439	615341144596090880	2966783441
189	20288	616353712320212992	1407822289
190	10313	618820789027139584	3146112395
191	691	614590458325372928	75403792
192	2288	617409083243499520	1475383028
193	1694	588439479897223168	33214161
194	20274	616287006553800704	177846348
195	1307	614255607307214848	2798979048
197	1281	614136218205483008	890240018
198	2738	615154732865204228	59058094
33	20692	619695939293433856	19817101
200	20539	618532522712936452	3244012093
201	1866	614134012764930048	3251305226
202	2098	615983599242743808	15800697
203	357	614548196333780992	2894492515
204	1392	615060817524981760	2584178036
205	20084	614819669145354242	1428473052
206	10014	617371116630245376	36005781
2894	360	614571549459247104	65142014
208	964	618109172308013056	1283021432
209	10053	617807500000137216	495602226
3124	1679	588398193009803264	252728214
2331	10730	618119986628853760	330759494
2319	10821	618595790722859008	44099200
211	20108	614884485872676864	2167674121
212	2453	593167409189494784	2859217526
2708	271	593456742270410752	33346915
213	2333	588502899304464385	116642061
1381	1499	616047197151342593	52432921
2541	992	618261853785886720	405437713
215	2762	615391075604275200	2896958303
216	184	592848362942144512	457995284
217	10560	618694483853623296	1895992122
218	916	616767617689202688	1375437380
219	1732	588545951083536385	3152225155
220	786	615335399649447936	1508087564
221	10222	618346760549871616	2551981338
222	11097	618139150542180352	3254964078
223	10652	619476346834657280	296902102
224	10386	619777218999234560	517997193
225	1781	592736797500780544	790546093
226	20133	615228708396273668	28913772
227	2634	614492585709707264	266686959
228	1837	593280212353327104	34048927
229	1346	614551617480867840	2772622527
230	2	588427677381562369	3166924179
231	2187	616448038953816064	319991608
232	446	615406959391477761	2835888253
233	10301	618783385159340032	25817664
234	20129	615177278973030401	1438951572
236	552	616415341137125376	58539856
237	10215	619792789925052416	140989303
238	1008	618334744342855681	227339617
3227	199	592940859118657536	569581021
1011	1398	615141302263414784	2935492656
585	20612	618943852003639297	29134922
240	1021	588440215699775488	115729308
241	10724	618080703113068545	993585120
2899	721	614848440024080384	358730722
243	301	614282315481677824	2452462418
244	2423	592907049492729858	501234848
2338	20558	618603819811926016	525954482
1826	7	593417005396525056	2194722258
247	11126	618460847329923073	245580162
248	10425	617640988299825153	33972296
249	1207	593066752482902016	2901941750
250	2723	614975511903752192	570472249
2902	11086	617953271315968000	332390008
253	20251	616101837641547776	515728731
254	10383	619652783256440836	2958943328
2339	20158	615555893594226688	2830642691
256	11098	618140638291210240	41595110
257	153	592573245842403328	1137273540
258	10221	618343492914278401	233257967
259	20092	614823876623736833	747534378
260	2607	614421556484272130	2933804643
262	10375	619587205707661312	1733508668
264	10937	619414345647157248	61567598
265	20395	617149675817299968	3292562037
3215	20598	618907338393546752	1471615951
267	561	616511618600579072	30695606
1619	1470	615759687594610688	3119839568
268	11055	617407291156000768	2519041406
269	468	615605529566576641	3250022354
270	10427	617690560002936834	3112095424
271	1063	588708170085888000	336721797
272	745	615041675186999296	115883210
273	20430	617432502068641792	1555010288
274	548	616383390456131584	15335491
275	20119	614974798729383936	30043610
276	10031	617644031187660800	57099757
277	1058	588653223994490880	251494353
2905	475	615654167433080832	185354384
279	11246	619847404850954240	20852423
280	20250	616101117764632576	2932155582
281	2613	614445802430160896	2559582960
3431	11198	619174356808265728	373505326
282	1322	614345594736377856	22067872
284	10198	619522074835558400	39857486
2342	211	593052179407228928	513787993
2906	11083	617881703516798976	360001485
286	454	615493967073906688	1914506792
287	10719	618036667383857153	308212534
288	10161	618924660433006593	1455683906
289	10392	617378776683450368	229158981
290	131	588538696258826240	569581021
291	680	614524510209994752	363214023
292	20421	617387508045746176	2834370990
293	20139	615289896656179201	2447898228
294	1244	593326170382454784	2316983790
296	10865	618895997058461696	264595508
297	11221	619375862534807552	2973727618
298	949	617825695255781377	89561713
299	412	615081243454087168	297943941
300	10097	618250996720996352	302335399
302	340	614508369295052800	2485098619
303	11041	617368087977967617	248678364
304	11181	618917991011356672	1471615951
305	10032	617651010350260224	404919473
307	117	588450882456453120	2229265825
308	1474	615824843695468544	1399721636
2910	20259	616244375052402689	36864149
2345	2478	593395718145974273	21324543
311	10475	618087434853687296	1167357150
312	1415	615262029352321024	2160131833
2346	20394	617136766634426368	16570951
314	2057	615524583551184896	3001327774
3282	20340	616693399148740608	19519035
315	383	614795939421642752	1900908690
316	20379	617026905523507201	1694600448
317	1963	614594180749389824	12897402
318	20596	618894611340066816	2700834277
319	10252	618530183750946817	226521605
320	10524	618471002364866560	2728030319
321	2088	615907498244075520	1244481517
184	511	616018662814674946	511231057
324	11047	617384190003298304	2519041406
325	173	592719861555552257	2230671487
326	482	615746638045315072	320478877
327	913	616742173535510528	1335392197
328	11095	618109079387422720	2874359694
329	136	588596464751747072	2410786244
330	1834	593249845328089089	921437132
332	10880	618972697687490560	448356919
333	20328	616580099920560129	503415447
334	1637	616978867832668160	50717228
335	10714	618014963756613633	23058035
336	1298	614200988233265152	3338164798
337	1923	614453007468597249	20641613
338	864	615681835419332608	2945993432
339	2518	614146148035612674	176187991
340	10957	619632708734431236	117511000
3419	639	614243686751166464	2993036154
341	10081	618079747394899968	617669968
342	1312	614294129405603840	990342288
343	818	615522467512229888	2482232082
344	615	614107438652989440	14803951
345	1305	614241596100313088	2410623764
2918	648	614310668100063233	344831740
347	2851	616045530506858500	2553149010
348	1774	588751898305396736	93107131
349	890	615831595904163840	2997750360
350	10782	618508550101315584	614730516
351	20330	616610048698093568	3352331979
352	11142	618530030327496704	2873316438
353	2408	592839813235093506	240844856
354	2246	616833549069475840	32765764
355	10970	616529412356354048	15577097
356	20396	617157901791039488	2402434332
357	10329	618883034406744064	191501593
358	1304	614239270526709764	227089517
359	2229	616789348688769025	534489724
360	10017	617437746097827840	1417728643
362	393	614879485566025728	887193084
363	10227	618362447695626240	2339795449
364	787	615343814291668992	1682038578
1928	1017	588412760943435778	2759480186
1204	10584	618894342674075649	36450346
366	2614	614446429684281344	3076256505
367	10847	618830515156553728	1833167173
1785	10124	618503700307386368	1286987072
369	2375	588751093389197312	2794490467
370	1488	616009212477345793	3256080464
371	717	614797979149414402	246774523
3172	20048	614458085134987264	565501978
372	1387	615008478868865024	3258396847
373	500	615958651497508865	3187453725
374	1914	614416061874634757	3170681876
375	10265	618629295905370112	38723680
1206	139	588670702863147008	380721869
377	10059	617820801429958656	497964337
2815	317	614439120140681221	32138442
378	10212	619730642583093248	2155965720
379	542	616285260297453568	2602052260
380	11137	618496135364132864	900604650
381	10933	619333199651540992	3091521770
2532	10381	619615294139469824	409379431
382	10479	618117385007046657	2290793182
383	2695	614706567745830912	472722481
384	20508	618240744067731457	1045630908
3432	20492	618159472020692992	883367492
385	1830	593226648713097216	2485769186
386	505	615977045382705152	142592735
387	2514	614109862813941760	299776432
388	10243	618469462652620800	318035237
390	10611	619128443771441152	493817448
391	2671	614561979731210244	35556048
1094	18	588620410696011777	254450921
393	20112	614935842298200068	3304265169
394	2778	615551044429287424	3241958463
395	11211	619259717626413057	1471615951
396	20345	616699882162683904	75011877
397	20468	617816578269143040	1292620070
3396	513	616040992496590848	437106458
398	11025	617313595894956032	36024535
399	10331	618902823959461888	2340798020
400	20665	619575845791797249	467767056
401	10158	618858985727393793	355470606
402	1409	615172852719857666	41983621
403	10138	618682313296187392	412558070
405	541	616284707291009028	2602052260
2673	830	615545173368524800	311740717
407	10200	619538029544349696	1088909654
408	1764	588721247309012993	2785390419
1213	20399	617190571770122240	3255842786
2366	10915	619213089532198917	20004501
411	2151	616273322808971264	294991606
412	20371	616965563273732097	172098657
413	2156	616290247027003392	20004501
1214	11020	617237145401438208	18665002
415	10380	619611106856677376	1674558818
416	687	614566095752531968	2934103794
417	11193	619137168494174208	713365316
2931	925	616810866902568960	1053036164
419	2060	615539534676123650	67958783
420	959	618090039474552832	17115086
1794	20093	614824320569868288	18448384
422	20602	618924367108567040	1591456602
423	10052	617807266763313152	495602226
2884	2055	615518053153923072	923641921
424	2660	614543580032471040	3240897141
425	20435	617440475541147648	178863237
72	1609	616737840840314881	2603857171
429	1363	614787536414744576	48663757
430	11138	618503061149855745	1507070148
431	20044	614446808912297984	789569244
432	1829	593223687706378240	2473562064
433	33	593424000878915584	49104549
434	20668	619604637046452224	553480874
435	636	614215689222488064	343095829
436	2495	593456282629238784	848084893
437	10184	619198382393962496	348812932
438	10792	618532129341874176	3153280458
439	11219	619346510120005632	728746483
440	10807	618557738885382144	2874359694
441	247	593287755171536896	274335684
442	2223	616785840514158592	534489724
2913	20411	617346531067363328	3264475885
443	10233	618410858750849025	1050455592
444	1262	593470828559360002	2957101507
445	1112	592641049727770624	949555026
446	10735	618137987449163776	770521927
447	394	614902501779750912	51534880
448	2023	615028524387151872	3087391632
449	10126	618510567276441600	1900908690
451	11203	619207681308553216	2595010674
1225	20039	614435114945277952	2903733490
453	1067	588724086672527361	2920589622
454	2313	588397155792068608	3026078916
1226	10315	618827115857870848	1104959191
456	20004	614122429850320896	3045188288
2349	437	615326644576780288	711602922
3111	11089	618044454918696960	258631265
457	10604	619039768584814592	2745577190
458	2665	614550893007126528	2766921938
459	209	593026211070152704	607630997
460	2276	617165258872893440	22720990
461	20604	618928658573586432	625857378
464	10647	619456100593737728	380221841
465	1012	588393340099493888	2715213326
466	2230	616789725773451264	534489724
467	10703	617850781451046912	484514913
468	2169	616338643729432577	1102712310
469	20675	619633625756143616	1902111738
470	2036	615231846209552384	1129745845
471	10102	618300923186515968	3266889440
1828	20014	614169751711956992	621721365
473	10292	618757589535444992	27528481
474	425	615211826884833280	2942346460
475	2700	614790780587216897	1874616600
476	1979	614676022525587456	573912263
477	20023	614225736124121088	27944341
478	10764	618340002062315520	45454970
479	20660	619557088469979136	2849377274
480	20257	616227979140694016	1065869268
947	1469	615759427765825536	3119839568
482	10769	618401162350489600	1978031743
483	2835	615863148273217536	1471615951
484	20028	614256091455713280	2502484436
485	10614	619150860619280384	3345128776
486	1936	614514318198087680	386047805
487	2322	588426833428774912	1400503214
488	546	616305119781482496	2966783441
489	10910	619189551832150016	1978031743
490	101	588385636681322497	388579974
491	11195	619157809352065024	2636759396
492	10993	616717912858976256	2991772466
493	20679	619652017124806656	117989854
494	26	592751041449480193	164481340
1807	352	614535542508617729	2746845258
593	2704	614820412132724736	262238760
498	719	614817049232211968	76009410
499	10093	618245271810498561	543608212
500	2289	617419425948434432	3070481688
2944	10021	617478281856552960	2971467125
502	292	614195815784054784	2269197391
1809	10412	617477798861643776	3000602296
3393	20663	619568303158259712	193192630
505	289	614169555418673152	377775232
506	1127	592710411344080896	1242194030
507	10163	618959726542487552	2900026083
2389	1552	616413990239899648	21819264
508	659	614410046169088000	136901718
509	2722	614935890922573824	1120979353
510	2197	616573631737556992	131555214
511	2257	617010389239246848	122567822
3264	2132	616137868721831936	488911358
1920	2497	593458029846200321	245580162
514	2891	616347388387721216	623033353
515	10127	618543702882021376	2972740510
516	70	593490987042877440	40607954
517	10972	616550379938021376	1170236772
518	1832	593237012662067201	2883615951
519	10756	618246617716686848	2771704583
520	536	616249435971002368	67151580
521	892	615832391400030208	27598939
522	10725	618081361748844544	863113304
525	10499	618235648873529348	2443269734
526	2334	588509099119226880	3134097521
527	10303	618788376150450176	132722588
528	2771	615532875698585600	2347855458
529	11088	618043219058786304	2370874585
1238	20700	619815863630340096	2782373709
1751	10359	619142847929942017	93246877
531	1716	588506587976880128	3171644885
532	11133	618464402153435136	3187165597
2364	10495	618223039604363264	2985359568
535	10277	618687715618336768	3016074373
536	744	615032511123488768	517997193
537	1136	592747076364144641	65533495
538	20233	615989452272439296	18774342
539	1875	614204223056535552	2571878965
540	20641	619145885285502976	105272389
877	1959	614584038519635968	1129762164
543	1895	614253847033348096	2565762389
544	10300	618782828554285057	22589460
545	10029	617612697241321472	958800630
546	915	616758930698539008	3341741285
1471	1927	614460696244256768	28152598
548	1873	614188877197246470	3170681876
549	20126	615048604021972992	1511205571
550	10885	618988947667075072	2714514184
551	10481	618132287033634816	2780633705
552	1234	593237488656867329	2831172226
553	1758	588701697268064257	19142551
554	11104	618189523663589376	950784150
555	2594	614263605802852353	16989970
556	2102	615989093470728192	23195603
558	1366	614820069059768321	21109485
560	20337	616688424641261568	981858932
561	10766	618383663831609344	113437689
562	1061	588694604460888064	57596515
563	2840	615963287180713984	2519041406
564	1981	614680267790249984	82774733
565	10981	616603238633218048	248408004
566	11155	618739385232674816	546009548
567	2398	592781535352324097	229588028
568	1748	588632453239144450	52728606
569	267	593435911267831808	44245603
3438	1146	592791937058471937	303665229
570	20545	618555439983136768	27665506
148	1411	615216143230496768	106211842
572	2678	614603854949285888	54454385
573	20041	614441281826066433	43958210
574	2320	588424812592140288	38031897
575	1205	593056500462956546	415304375
576	936	616983281439903744	621996473
577	16	588547583540387840	41987063
578	11110	618228683833131008	256982070
496	10420	617544199114784768	3024312490
580	20416	617361530619883520	802659122
581	593	616765618285490176	36005781
582	20237	616015229042982912	355258993
583	935	616925989977853952	2479832246
584	20465	617786809452367873	177584156
2	11016	617166003705765888	1358107219
586	424	615209092261543936	572784902
587	20397	617164800506773504	16071251
589	873	615738539284692992	2993036154
590	782	615309852479352832	517997193
591	10802	618541804648988672	3217694460
592	2312	588394404768915456	1856280157
594	1200	593040819801690114	17674757
595	2323	588428153300721664	275714700
596	366	614667562035490816	156209575
597	1163	592857384839708674	549863131
598	493	615904993996963841	2970486053
1042	1700	588453948761202688	1737013177
600	20065	614522394120601601	546934384
601	10836	618742218677977088	343042963
602	20706	619856440698736640	160987570
603	1692	588428960498720768	103747812
605	2416	592875355133870082	2953952180
606	10289	618738886336839680	270437243
609	150	588759657042214912	3103717477
610	2164	616308347399221248	17167572
611	2326	588447454871232512	423022414
1230	1044	588523621351497729	350747623
614	118	588453395398287362	575579414
615	20038	614433955979198466	275988237
616	1994	614801288535130113	23636341
617	20690	619690818794733569	2904178633
618	981	618171309273427968	21691269
619	1364	614787862483988480	3197653344
620	10218	619843061745602560	2381198785
621	10597	619003703924621313	3000162348
2968	20413	617358495973830656	260277195
623	1450	615563571452317696	2275254024
1252	20547	618565033593712641	45600257
625	872	615724430631813120	128633483
2404	20363	616900444099641344	3179610596
627	1922	614449384625975296	519728191
2405	10849	618844272868110336	129235890
629	20625	618969136576593921	402725136
631	2458	593187016906506241	1566855433
632	1568	616528593644994560	2524274756
2971	1232	593214862777577473	329959864
633	1180	592945473649975296	32419017
634	2760	615303328206090242	77013143
635	10845	618815921507807233	56396769
636	20538	618523298180153344	590180745
637	2837	615942682565853184	2321093156
638	20125	615032806868062208	33831682
639	263	593401336214986752	3169087759
640	1516	616247602292592640	232788678
641	20161	615580975364378624	107801651
642	20223	615876284669784064	103714951
1255	851	615608210754564096	396999739
643	10777	618487662886780928	614730516
644	2711	614854504597446656	480492819
645	20003	614118180831674368	59320978
646	10192	619352487842025476	3010762010
647	683	614546471371718657	148860840
648	2186	616436971284475904	2904695183
649	1746	588602783785320448	178095617
650	10888	619010602367889409	2714514184
651	10211	619721901800230913	569581021
652	1557	616451603076263936	3253109460
653	10082	618086026146242560	1005383936
654	503	615974445220515840	2303267462
655	2713	614879219781234688	64813290
657	10040	617712123783700481	489063004
658	10404	617440172486062081	2743380299
612	2749	615214538414276612	19786336
659	20565	618733079696244736	1734086719
660	783	615311758186536960	517997193
661	508	615998500384288768	292671486
663	10790	618527311835480064	403887149
664	20091	614823132390490113	177584156
105	1818	593178731176333312	436894497
666	20522	618425751973556225	2284040778
667	20185	615637558756687873	2952468264
668	790	615355312430682112	189749686
669	963	618106694145409024	144570961
670	10690	617752619759484928	69190453
1262	10803	618543714739195904	2904695183
672	2447	593104739211968513	1097027300
673	1741	588570786618683392	3158661520
674	65	593063646864900096	1057244852
675	510	616015956863787008	15335491
676	2900	616403259385774080	1471615951
677	10150	618828150424743937	420572254
678	342	614512291954999296	14970812
679	1659	617241379589128192	2393620658
680	1848	593427611629543427	183753455
681	1938	614518006270443520	846466327
682	2337	588512828522438656	126652559
683	2535	614149654620581888	556261687
797	926	616826858026369025	24257249
685	1048	588538643163258880	395381456
1843	10387	619779355795820544	517997193
687	526	616137915979186176	36023807
688	10965	619678826751246336	48599448
689	315	614437945769107457	22686311
690	2359	588690631524012032	2370874585
1844	10411	617472972140511234	109071016
693	1547	616381846910337025	213620244
2415	1600	616635394000457729	32313617
695	20551	618570087348465664	951008132
696	11099	618153453244649472	2351894587
2983	363	614600562269638656	2990094652
868	784	615313764070526976	510813253
1846	10613	619133223717740544	1313442830
700	768	615224516965437440	416040278
701	20580	618817873897652225	24823987
702	10641	619341831122341888	3043915019
703	544	616293820263755780	557078282
704	20632	619021926443319297	325045679
705	432	615260431960178688	540660963
706	10463	617945051801333760	509769573
708	10859	618874918441062400	379082219
2985	1158	592827811758497794	2380284987
710	378	614788293088014336	3081503914
711	831	615550079865356288	70247351
712	474	615651612040663040	564890144
665	10418	617527202691813376	2429648227
713	11192	619094437948485632	1270528207
714	10177	619077807046565888	67151580
715	2786	615606975578050560	18028698
716	10083	618113427098079232	3064348854
980	1423	615305061271474176	564060759
718	813	615512053747290112	2993036154
985	633	614196168877182976	108419139
720	1682	588403801469554688	2904569183
721	20059	614510814519795712	19268859
722	607	617109473669349376	15335491
723	10734	618127396617760768	17338837
724	20020	614214700562296832	1447960080
1015	125	588515945666240515	14133418
1025	499	615946688411398148	20756583
728	194	592914591899856896	886400342
729	1930	614475201997348865	81438841
1033	20010	614146333402861568	373226298
731	1525	616276761500876800	969566850
732	1691	588426207001235457	2455822425
733	1571	616563177007017984	546258169
2421	10911	619193720529940480	3329825789
736	20034	614385847350226944	52242864
1850	515	616053777150246913	2483908675
738	1864	614124257996464128	2714736302
739	1070	588733231706427393	2920589622
740	10122	618484359847354369	355470606
1107	1475	615835470585593857	487933376
742	2636	614501205201584128	373505326
743	820	615525602586574848	37794539
744	2829	615762356040142848	245580162
745	20403	617323558952390656	14839147
746	1827	593221425353388032	921983294
747	645	614299348029997056	1605668706
748	20341	616693624076537856	3128121228
749	10485	618152127207211008	3345942753
750	1744	588587659431284736	291839469
751	20058	614502563455500288	426088240
752	1962	614593524097527808	159605210
753	1751	588680041342570499	1871547854
754	1153	592814449267990528	3039721373
588	2219	616766491116077056	183753455
1194	1160	592837263412875265	2560238717
1086	49	588385040188375041	2785842351
758	10100	618271636932853760	3163628732
759	10400	617420035003387904	1633773842
760	516	616061321558290433	228505560
761	580	616698784559464453	3321488885
762	2294	617444797914021888	2931942752
1229	847	615592606156898304	2810237143
764	1344	614544315013033985	1295672767
765	2553	614158008826896384	176187991
766	11030	617322181241008128	536803217
767	10789	618527029848178689	1210753874
768	20502	618200507472060416	3320355142
769	1202	593042106861641728	24828490
770	1265	593481497245523968	1361202602
771	1724	588523012271386624	379385416
772	10571	618813820689977344	3038116383
773	61	588751758148706307	19416562
774	1828	593223680362213376	2385873745
775	2018	614984081118482432	81438841
776	2630	614471964330070017	264262161
777	20571	618785339327418368	417201420
778	1642	617030820402892801	2806775116
779	973	618128417326821377	506834929
780	10971	616548875269222400	14394248
1322	10055	617809068384776192	334325106
782	10709	617884988122382337	65992273
783	1458	615636084001775616	520605382
784	477	615684989703835648	2990094652
785	11053	617393707847950336	2519041406
1357	246	593283621022203904	274335684
1135	2083	615839503186591744	54938472
788	2165	616316134552309760	1618797350
789	1842	593417550438014977	20457375
790	2307	617659570366885888	3358485281
791	20401	617301788652388352	1548411846
792	1023	588444202410770432	1370900198
793	10026	617552136205799425	3266810329
794	1179	592945245379145728	493759293
795	11080	617859447562629120	951063234
796	1396	615118166298116096	16665596
684	10920	619267416992911360	1592530752
798	30	592794538751741953	162301746
799	2744	615184495503740928	1471615951
800	2556	614160374682685441	3041519156
1279	20252	616109341842755585	77258620
1280	20555	618578391537729536	14479480
2433	10726	618086097336184832	2572033740
804	20196	615683605495320576	2153532458
805	2727	614984363583770624	501234848
1856	10275	618682938746494976	2993036154
808	10410	617460202246393860	1349093048
809	75	588752158348156929	1548835656
810	294	614204063123554304	107284130
811	20531	618501064686469120	18231666
812	1452	615580045013295104	288451785
813	115	588441747333652482	27761892
814	1780	592727969900138497	2863774500
1859	10202	619549168378466306	155967817
816	10967	619689335244386304	48599448
3011	1099	592589950975090688	2834414549
755	11249	619864307002511362	60702622
817	411	615076929742483456	794810444
818	10373	619561375052857344	279164084
819	20134	615242339078926336	172194341
820	2017	614980722433097728	316649790
821	20135	615249998649790464	235791649
822	10342	618986999475613696	33634992
823	1142	592765422577004544	25669608
824	2327	588452212830904320	1057244852
825	20425	617400118799679492	16071251
826	725	614878931653685248	3028055777
827	750	615072924240752640	1916081982
828	302	614284607463235588	76255864
830	20405	617326934968659968	946406934
831	10879	618962229241606148	2559582960
832	20073	614612668410757120	1099962955
833	979	618170765393981440	2110771
835	10063	617871756276035585	17437437
836	421	615173336654458881	581500758
837	1086	592540629495754754	3052054201
838	10389	619866216375562240	3182576161
839	828	615543002463928320	59889375
840	2490	593436386902040576	351805964
841	1862	614120364612784128	3252304130
842	20210	615761578328064000	33831682
843	10818	618588041456807937	365286256
844	155	592587052983681024	849122588
848	740	614966107020070912	3257222090
849	10208	619643573022158848	15335491
850	846	615588842687434752	313731146
851	1192	593027776824881152	250115148
852	1915	614425939263520768	19694480
853	10066	617882559272361984	223185716
854	20563	618675118810759168	207883890
1346	2757	615269439945076736	509769573
856	10986	616636414915137536	38054768
857	1733	588547124091981824	976570982
859	20305	616425720676397056	289107079
860	2364	588709911808323584	151005270
861	10009	617322305568571392	297943941
2562	251	593332018823434241	3201685978
862	10720	618041484416188416	308212534
1869	11157	618749936604155904	139682816
865	1193	593028177972330497	250115148
866	1982	614692830355722241	258916333
3005	10887	619003745754595329	884893716
1852	2465	593242755603783680	126523005
869	2500	593462428794400768	82915010
